,CABx,CUV,CorrUV,EAx,EBx,EU,EV,SAx,SBx,SU,SV,CorrABx
10000,0.2672096036540219,0.1590324847901367,0.40074940199987397,2.167528390951662,0.321661979894856,0.31052639566357093,0.08090261561829634,2.6444826325212962,0.4757362413228955,0.9947268615353692,0.3989414077781896,0.21239540000921286
10000,0.27067139909973803,0.17240652064493225,0.4592254231777592,1.9545575047090678,0.33259814633912077,0.30339451374046533,0.12401315214142945,2.457466738981692,0.438439892373065,1.021106368587463,0.36766880156417286,0.2512144732454179
10000,0.30820933531272865,0.19649889862373182,0.47685536124080635,2.032064927369968,0.26762152364577274,0.2628854492953391,0.10905018942404061,2.429086102119485,0.5397515749826415,0.9827196658954791,0.4193182876835986,0.23507636219496827
10000,0.3506115497662595,0.14378208187851557,0.39293548205239864,1.765584002310063,0.3420431777438291,0.31740398611287296,0.06899413836141093,2.4064530243225613,0.38064638663171396,1.0130552105331838,0.3612022156532568,0.38276050469026296
10000,0.3526576916388215,0.14345539249312025,0.441807048223719,1.8443884383513591,0.23751772903846968,0.2996881733689502,0.09439308981139098,2.5201972292682835,0.4886304451306921,1.013663595265433,0.3203246708465232,0.28637711366110824
10000,0.09621530589797633,0.20528274933943624,0.5129331449234602,2.0419090752170246,0.2855994039918993,0.3311885687535057,0.10195513479194047,2.4874410466831525,0.516342085967511,0.9918723707386311,0.4034929020056394,0.0749124228487412
10000,0.4675458357029656,0.18536808619344314,0.476102876761448,1.9919361028247935,0.3087509382460055,0.3199501577813043,0.08949796042126021,2.3755722142182147,0.5213476508670565,0.9977148027542029,0.39023637145406764,0.3775100651791152
10000,0.30452911018180173,0.17462372538393622,0.5007699364611966,1.9489342375286154,0.2793772191746501,0.24063249620779875,0.10379477542771931,2.4890540935414696,0.4772534633777245,1.0442019032240522,0.33394928688010195,0.25635712343893174
10000,0.2810283722134437,0.16269039681156944,0.5154337766794566,1.7760043126268825,0.21420603617203537,0.2596627425008642,0.09594404956686002,2.406142827758992,0.45203178848556896,1.024145307574391,0.30819633097666305,0.2583805316436834
10000,0.3679597838789405,0.18536002954106462,0.507219041443995,1.8096953373546723,0.270767163084206,0.21266635112381133,0.07675634964210398,2.5579394654525087,0.5152339560477636,1.0363176293616294,0.3526368186232569,0.27919370080991074
10000,0.3866771925858509,0.16208391541887968,0.38797227405305207,1.4791028110485933,0.3163453281250891,0.26353242918747033,0.06065181290328269,2.4608076683948163,0.4257719429121393,1.0172926913421148,0.410670308565531,0.36905733894362336
10000,0.3923457166877815,0.16198096352299426,0.4762207433621531,1.6626804718696924,0.3197159061502659,0.2829318101121211,0.08307229190094989,2.4541128106356367,0.49459940239724753,1.0181143767397343,0.3340866327119621,0.32323680540029626
10000,0.177530499654739,0.15519502606518223,0.3624435718846367,1.7719234303827531,0.24577664260769527,0.3174341240588553,0.0912442961157849,2.3772653497874843,0.5468869589211967,0.9665965913090467,0.44298817881999386,0.1365519001440879
10000,0.4144959591365319,0.18018892821738314,0.46911580105624995,1.8823220720540346,0.32777112167902,0.24724428722909442,0.08735183551738725,2.4055441237858592,0.5022698592131305,0.9973107050200682,0.38513905455007025,0.3430598207480554
10000,0.48178056265163105,0.15937003932213165,0.38865876530714405,1.6292112671383816,0.2758581171408614,0.30021118406829994,0.12236886442486504,2.5627855759089537,0.43003511468755745,0.9803872338573751,0.41825444554372115,0.43715261836306807
10000,0.3574902088567683,0.16907599828684552,0.4227557420113106,1.7576275182098402,0.21833152466103345,0.3318786948389329,0.10693141729809494,2.8673650724751987,0.5320100219374068,0.9865442933947887,0.40539263702599765,0.23434805169605935
10000,0.2767401868991034,0.17438676218458174,0.45884046419855223,1.8029694082828374,0.3253942738562321,0.31202275628964204,0.08670519680456118,2.5618028363397713,0.4527858326534543,1.0193453436604938,0.3728468346248537,0.2385798153530505
10000,0.3638009760443268,0.18984269073519838,0.4477899274417893,1.7784415372579825,0.3314650412454122,0.26086809957056706,0.07063281290314322,2.4766968257710102,0.5181215075769573,0.9863804920124654,0.4298085850404462,0.2835041312378672
10000,0.14202359421540312,0.12801589241807962,0.5109051356705115,1.978519900509407,0.3899878237900666,0.26921178020760606,0.08911979411094366,2.413775957067757,0.44269330659728107,1.0228226898299426,0.24497584601697342,0.13291089623288332
10000,0.2758895160992383,0.18077734623444952,0.5057035977926647,1.864611664114701,0.2603683194034073,0.24576120530841586,0.08482217110102847,2.609041149600648,0.39496672203092437,1.0403115531989588,0.3436248330027809,0.2677279810670754
10000,0.4377115133520878,0.13563342951677904,0.44595997970227663,1.8195703820075555,0.289483526852958,0.26450396503385076,0.11296296654244223,2.4350384853383016,0.4178035728307015,1.0097064277409358,0.3012144034739872,0.4302392137048129
10000,0.2600048342233402,0.1927666230188165,0.467481733940179,1.648093411649255,0.31312051428973176,0.2971582484311763,0.09682820785738397,2.3236965153150804,0.41606300996008644,0.986900213121091,0.41782454630464827,0.2689322649411386
10000,0.34540138913316665,0.16956701359670467,0.3886438169245019,1.8270570328948548,0.36425787794235953,0.29331039672577097,0.07668778824547004,2.252614125079609,0.3521505339366406,0.9844279315283416,0.44320605102886407,0.43542055358895354
10000,0.3889982266151431,0.18664334269847965,0.5290514316499709,1.7256777440422568,0.21355113864502162,0.23926692990027826,0.0981822364033399,2.566171498123512,0.5102852091572194,1.0066999430966268,0.35044072154150774,0.2970632746117887
10000,0.14939560367933358,0.15755710960073593,0.43997612640364864,1.573072338506,0.3427746117207282,0.30610698602177383,0.07348482926624379,2.6542501554486413,0.31662044278541873,0.9974561919500126,0.3590170404958647,0.177769403085756
10000,0.32984086102170695,0.18854158295254608,0.4006460574016627,1.541025374896307,0.26707295168532985,0.24483091069195267,0.10513410277060438,2.304899735292859,0.4813618382734073,1.002528628019061,0.46940692522833166,0.29729031449857696
10000,0.2638461240192701,0.20625422148005976,0.544966199863723,1.9788372311680913,0.29523274365695984,0.25948183411457815,0.10374025696982811,2.452841819379862,0.49802022547958674,1.015511263407082,0.3726906817507923,0.21599027432167572
10000,0.29378531656403684,0.15523463441674407,0.4556011289859929,1.8258830340618242,0.32757667546643665,0.3043741161175773,0.07862543223643145,2.5718437382835004,0.4545957550558042,1.017993821974178,0.33470229424476006,0.25128127785773585
10000,0.3677977562656476,0.16288181024803475,0.36846733446899893,1.5802646479152793,0.3622921517012654,0.28665189751240716,0.12111095971215036,2.480381802815634,0.40987797507532914,0.9968755542038459,0.44343773630036437,0.36177283817714573
10000,0.16191941620856637,0.16432203052517988,0.4404302900787376,1.648100125896932,0.28966399865675696,0.27211218064148823,0.06849625954368525,2.49028400819978,0.40486423909715075,1.0022567123364896,0.3722542287208741,0.16059818456150374
10000,0.5262330106550058,0.1727836341556706,0.4960554568706575,1.6371389944903394,0.32674460062562316,0.2909358723654763,0.10356705385795616,2.343876765412999,0.4657754996506286,1.0249513695479497,0.33983578828798805,0.48202179273950746
10000,0.3142985809358628,0.11734638282766172,0.4630629479075939,2.194029803806204,0.28102129995968295,0.29369132634893574,0.05286556253683256,2.388654103281595,0.4520914083996036,0.9978103494579633,0.2539695624317987,0.2910468488419534
10000,0.18811989454422823,0.1400397032761397,0.4184713992026382,1.6860331993882305,0.2566766591448185,0.30306606154258064,0.08758270854248766,2.7328678252185603,0.412468329512257,1.0000270600169567,0.3346367617207808,0.16688814646118116
10000,0.3771991110217856,0.16322290478773716,0.4774396715552916,1.6658707160958253,0.18670145081598832,0.318878199397436,0.10945457872379198,2.527209790339555,0.49740063206422114,1.0027403402085466,0.3409369823321055,0.30007031375190135
10000,0.5559378939103727,0.19262034247636242,0.4141406721641573,1.791780257542749,0.26084155766010364,0.23788796094113512,0.07366866561247673,2.7865286445662942,0.40482944533147686,1.016709857469007,0.4574643258316628,0.492822664227123
10000,0.21802245909126117,0.18530484839609435,0.4542062683566935,2.1096863878096075,0.2930451333250026,0.20582962005771624,0.13254249669134952,2.5197573835773213,0.44772378466107293,1.0248214846332377,0.39809382173606717,0.19325571287302107
10000,0.3196493205274813,0.1598598199599643,0.5001596460780681,2.138573607556932,0.3035624345196457,0.2951882034705776,0.09440602138721675,2.4094660089060644,0.5082437820867054,1.0081179210195728,0.3170438515840471,0.2610242806131641
10000,0.2529030731000287,0.14577038571417417,0.4443533985842257,1.7669692637480707,0.356662750185764,0.29572589432655194,0.08715176525691716,2.3763913292495342,0.37022374467153785,1.0114408904711203,0.3243398335501033,0.2874563311435785
10000,0.2515966774423125,0.13780832419751884,0.4357138583459134,1.8227825743676067,0.3227497030610438,0.2609279965323265,0.09246815156870765,2.463379395022552,0.4576515674649675,1.0495014244220304,0.30136377394174363,0.2231714540101782
10000,0.34239263207771287,0.20857381402707795,0.46990641583513487,1.9726855068098164,0.25047662258941483,0.2854845847765728,0.12324514817052289,2.322521001788637,0.48723668168711054,0.9841154017137702,0.4510268322248841,0.302569246631169
10000,0.3857188256247578,0.2018595846452928,0.4860802416489172,1.9336222434401078,0.28399905137994486,0.2853150930145685,0.07989780254871354,2.215139995212679,0.4547872326606383,1.0282583987759453,0.40386771914402525,0.382878864385624
10000,0.3386652761471469,0.2176271449891471,0.4947169265571179,1.7984898090507344,0.3078291629145774,0.2869592868772876,0.1332383774476613,2.384264074645967,0.4642987530134875,1.0066472313336696,0.4369975392252574,0.30592769728681035
10000,0.20845837752683594,0.12874537333295888,0.37626308263333313,1.7672871806398496,0.3130479528430332,0.3109833304058349,0.12840450337950635,2.4234161890037624,0.42297427792360365,0.9619490479011752,0.35570334770395506,0.2033655524338709
10000,0.2134423929680449,0.1508766136691279,0.4531336371784679,1.8411182861605009,0.24252072234436317,0.31550743885926713,0.10268615973556586,2.379589330128377,0.4563169454502929,1.0043154656256574,0.3315320166980594,0.19656766177310567
10000,0.26747671296759534,0.1900855586566453,0.4652501007936947,1.7875413388389962,0.3374353008677289,0.28638516650821577,0.039825218584394674,2.4824933659982875,0.38342930981379536,1.0273162478067954,0.39770265544338074,0.281004045997284
10000,0.1300462907899272,0.1613507555461692,0.47235716382830695,1.8663760234009792,0.2678853312160623,0.3359883588713319,0.10165666558437814,2.475493382736486,0.567002841082554,0.9899093315572978,0.3450683115761957,0.09265118214431906
10000,0.12181590426650579,0.16949405501540543,0.608219086098633,1.8519075471983766,0.3544934406521678,0.2715373926649386,0.06471379039633651,2.4574558128603803,0.4137868017677934,1.0276849601894602,0.27116549425253855,0.11979581366137589
10000,0.4201441050518876,0.1682874383627776,0.3873708582579313,2.095622646724126,0.3479563210532084,0.3121722113463095,0.10140923133329943,2.4972051375405684,0.49037414246055827,0.992524444532743,0.43770705055724346,0.3430966621692341
10000,0.45044136556576164,0.19156445161964902,0.5129393477061996,1.8957174487162232,0.29239153768955894,0.32147959394146597,0.08101322744239996,2.545541163028344,0.4155951267667987,0.9994262717097636,0.37367852849355143,0.4257823903254114
10000,0.25765937087688395,0.15703450936217844,0.4665230672677472,1.943614216883612,0.40622711494249786,0.2941332847899648,0.12255493928267211,2.359709603451622,0.47641628518974505,0.9773040990788876,0.3444230904695466,0.2291927014683525
10000,0.2636565679616779,0.14439770752577724,0.4263355256236346,1.7711865749447135,0.3593572539454495,0.31698876193729925,0.07843888748697272,2.3810381713067996,0.49181003822777136,0.9983021594651874,0.3392710202907654,0.22515150170887016
10000,0.2918240610696001,0.18081904982826164,0.5739828640085155,1.9911550475299196,0.3739710614925711,0.2777604390735264,0.10690884968340676,2.569355509602651,0.4591164648302705,1.0376023220163937,0.3036087759406138,0.2473853796464492
10000,0.23447296210293989,0.148114250760775,0.42431466172511273,1.9314919373803723,0.3514052573134093,0.3126938846965883,0.06826068849097815,2.4347450717733436,0.3901894662715316,1.012447261840675,0.34477550023474046,0.24681055787167466
10000,0.4257901957993052,0.15719504421952848,0.46507715250218984,2.0320746412827635,0.38659314124252797,0.294734631069112,0.09641169838354482,2.5203818730215457,0.45981078395132696,1.0010275598457274,0.3376508217354469,0.36740931019927736
10000,0.15198862772381788,0.17592536695496314,0.5114600120724926,1.9502889099054854,0.24887863298035806,0.312332391734072,0.10007858677448439,2.6391737145159655,0.4596341588702929,1.0100272946406637,0.3405521848230801,0.1252941574002204
10000,0.1659418026522449,0.1808709024801034,0.5032131906668126,1.9955410392574475,0.261646486336369,0.2511460615729286,0.08163273918830433,2.5193974921745212,0.5336161291036203,1.0341837778292928,0.3475513403315801,0.12343268118183395
10000,0.2897323343550161,0.17161931605255895,0.4097801846011001,1.9634813259048287,0.31064311491128305,0.3098998070286101,0.0779251646969529,2.481377570301729,0.453618471391021,0.9741888686722557,0.42990455851056647,0.2574028685855026
10000,0.13082799345620466,0.1801447833054009,0.42286763973925207,2.043476311491986,0.2643276733163925,0.2838682145011005,0.08589856919183465,2.4855372586623017,0.4972954680697611,1.0085437562210116,0.4223986226818587,0.10584391647969077
10000,0.2905401896283254,0.18177086593993505,0.5139959205724506,1.9873418577732989,0.290596035046661,0.2766481332542197,0.08006640261047855,2.5397945272816944,0.4233799629478174,1.0259465537793313,0.3446988758152207,0.27019501490313075
10000,0.2887202623314328,0.18427799084519036,0.5184843542309117,2.0405327797279007,0.33743197725531293,0.284757903544945,0.06132306178736758,2.450583303739362,0.427808138963437,1.028324102942785,0.34562710806025443,0.27539671191373377
10000,0.13522737794229306,0.14693887843946096,0.4052972493056967,2.0925460058733263,0.2328820000611509,0.2707674313671302,0.07272380298751537,2.391541862371354,0.4981789443166969,1.0007448054597758,0.3622761300837201,0.11350141395632458
10000,0.38789423130391965,0.12964879770850513,0.36285951588778004,1.5747804940546961,0.3381801102342865,0.32522456772821534,0.11423903201445652,2.495921101149467,0.39115416370201356,1.0129388341003565,0.35273353879305297,0.3973145875959582
10000,0.2542021051974944,0.18717812944914639,0.44913129255563766,1.9334526679301811,0.3179829182967897,0.2735545442243629,0.05622126518238115,2.4607610536488806,0.49712114161641474,1.007220572949017,0.41376828574849733,0.20780091953633065
10000,0.5402737049364612,0.1929293594067572,0.4623759160621336,1.570685907522094,0.25898506843385727,0.2525657708126237,0.05766770939052443,2.551568447555999,0.48250996141010055,1.0477606797560624,0.3982364623149537,0.43883405623236693
10000,0.4007390017308686,0.1154148473745518,0.3661726620007108,1.6618285700654885,0.32869643348137434,0.33593021743169726,0.08134085208740958,2.51465040979329,0.3589372955920809,1.0043967649517134,0.3138126592273373,0.44398204610611414
10000,0.2232734267546676,0.17376947127426698,0.43316148814714267,1.6419232436471538,0.2954929041949068,0.3172582672517911,0.08530442632854572,2.452424835421356,0.4276565425510644,0.9718535731518897,0.41278395408640195,0.21288556369981979
10000,0.297884778918845,0.13476468428376395,0.36732238517962373,1.8573509539724289,0.1859321502072243,0.220817371347802,0.06605208977767577,2.7363829981864956,0.4482183273188884,1.0330776449534491,0.3551368503318163,0.24287444356150295
10000,0.1808357876717973,0.18311016382924084,0.4386154359796928,1.6575782351907873,0.36113480378699947,0.26309198906341424,0.05894326510187681,2.387502936575685,0.37924884119785035,1.001415477059329,0.41688305278410126,0.19971753872927217
10000,0.42647639474412435,0.1810469452634122,0.41380920515829933,1.540002897399467,0.33921602466111833,0.24297171978075582,0.07939270282767283,2.5184504655352975,0.3607665004611267,0.9843298526881245,0.4444781307930387,0.46939167330554
10000,0.3260867326899832,0.1944795078995925,0.5333831214028698,1.8379797335550956,0.2816651535032716,0.2789276469775437,0.11987114422480817,2.6098219721804488,0.5203281770573881,1.00599218469085,0.3624432128672729,0.24012915989433764
10000,0.1852764556245058,0.18496578250481183,0.498181363416568,1.9767611469091464,0.28732154251081266,0.2625776238431779,0.06063099213706917,2.3405932412361024,0.417289986668757,1.0026884366578335,0.37028652726137173,0.1896951922069373
10000,0.286791476788662,0.13566624873193966,0.5272510841670383,1.9960654119540928,0.32746203615645564,0.34455394539074946,0.026855039228732707,2.4912959082989308,0.425940856467879,1.0012239788546775,0.2569940644554512,0.27026613175693415
10000,0.14479062384193048,0.19433249496251973,0.49087648177855486,1.8355395050003365,0.1452891285225838,0.29508988320075125,0.09548799903093252,2.5000394639162735,0.5719674909798979,1.0132452464927644,0.3907136879447412,0.10125634100492996
10000,0.28904103619484056,0.13847100188236922,0.40365137702863557,1.9681856641785536,0.2833498211875005,0.2827335481437716,0.060438846417728315,2.4420127675637353,0.5460070088388296,0.9950500641683104,0.3447525316426639,0.21677707782952016
10000,0.34735504211491186,0.18955683874400867,0.4153646007628884,1.9065535837679128,0.3026730778019978,0.2954255793364399,0.13566174147862983,2.474217606215721,0.5016040808936472,0.9783459464775989,0.46646334911985504,0.27988179675270913
10000,0.44066226025445865,0.16994761770097633,0.44011756877352126,1.6838044996192938,0.3051297967805845,0.27153917677239026,0.10539546137458931,2.349321637284833,0.4600440242915779,1.020341414043078,0.37844333544288894,0.40772184924612404
10000,0.0927091535532164,0.19374725230495127,0.44334549061017203,1.7448897651428745,0.33936540999215314,0.3145341945237846,0.0843139608212112,2.38100604790914,0.5535296008366931,1.0115931755663887,0.4320035998733431,0.0703430616709902
10000,0.27922009238447587,0.19968256852696906,0.43530059950033484,1.7651178553706999,0.26796910096857496,0.2570770603678228,0.044279661054061344,2.539550576170683,0.40183141625881286,1.0118926221090352,0.4533320870604418,0.2736187862067726
10000,0.08963128605786685,0.16323629705830528,0.4984464612794024,1.9011046817811725,0.27433031522103235,0.3025167702720371,0.06906506687119797,2.4611430336517723,0.4638729983151376,0.9984213485040029,0.32800794154345253,0.07850976552793686
10000,0.3912920695243647,0.17975168236738,0.45637229122879885,1.810535832233783,0.3090788764734853,0.3210508919568714,0.1351539131696953,2.508658869007344,0.4002188147309773,0.9953082632692705,0.395727367382592,0.3897282928872763
10000,0.047787062264715185,0.19964162256054108,0.4755192400923266,1.9459324720367137,0.302477624426324,0.2900187090564059,0.1267933541698387,2.3966566408852867,0.47910322517974624,0.9889698620122641,0.42452174438754825,0.04161744550563425
10000,0.390099037693771,0.1856411104088308,0.4514686087571989,1.8322671375214945,0.264791050697076,0.2554778404107158,0.11205042589505858,2.488516720622412,0.42652313344337167,1.0174228367851617,0.40415235839231434,0.3675290946243734
10000,0.20947411481777523,0.19190202180622482,0.4896874497064997,1.8745997891241624,0.28077951441453175,0.24545596000505115,0.09066051924088131,2.58953262946382,0.38366423815608836,0.9955676128178387,0.39363147429314926,0.21084225684161845
10000,0.21311649452227266,0.15484498646878356,0.40604691535582393,2.0046706252662068,0.3008195669807825,0.27041388040573067,0.10199996046135053,2.4547357219140977,0.4338333419931106,0.9905994253580546,0.384966431322351,0.20011949348471042
10000,0.26139402038213644,0.14100192261436606,0.527599870007948,1.8350549335390582,0.40221102723792623,0.2636963151572404,0.07957681547589579,2.3965411192673445,0.41591577436891064,1.0216668831672502,0.2615839168446828,0.26224388583194524
10000,0.4805207666020096,0.18132549476444915,0.4364491690177578,1.6287912202285422,0.3143499461138691,0.2733446024865986,0.08666880418900558,2.622021637110415,0.41709823008670344,1.024545522179109,0.4055028777583661,0.439377226479586
10000,0.3918511961621678,0.17443117598875382,0.4463577349301365,1.7626829433348643,0.26903636564511224,0.23334113884539798,0.10147074248420204,2.5695896686204023,0.4415031181026925,1.0082789164867276,0.3875791069314038,0.34540102676597456
10000,0.3557867565311817,0.14793863227037776,0.4228770200640955,1.6113937951426422,0.22022393191505452,0.3002513230193405,0.04656039499461458,2.6642025481033706,0.4489766930393593,0.9898753143288151,0.35341666139703054,0.2974395683336624
10000,0.38517769840534033,0.15535661015402213,0.4323496739795105,1.7041138902947106,0.25751625334589123,0.2599377256119748,0.059907134015942984,2.5912405277739885,0.5386981224848417,1.006238086979976,0.35710328797598356,0.27593573306264296
10000,0.32812776965792634,0.1832805256386762,0.4440747085683659,1.8084162332224127,0.3252157729040249,0.28040749075533666,0.08825668201492844,2.6380506469300444,0.5156465126639348,1.0216338164235017,0.4039847976353565,0.2412169225715755
10000,0.42078010422863654,0.18540349742013126,0.47679751342462856,1.8217401033629435,0.34168638099645654,0.28475471611586034,0.10681460530016285,2.5166903895373807,0.5255650184745909,1.0194657528418698,0.3814268835431384,0.31812584645575154
10000,0.5608107085414177,0.16561792586078392,0.35620822440098204,1.651469449648007,0.2804650584569893,0.2475253561482926,0.0455077324697362,2.4521430896705234,0.5410691234220365,0.9789444483349671,0.47494722115083,0.42268587739453417
10000,0.31513728728608137,0.17332915006684868,0.4651155265714665,2.22874530984693,0.2250715822445235,0.2765271638634054,0.08155145545476648,2.431955376807566,0.4707481672745335,1.0122193652344782,0.368159598952689,0.2752678890793365
10000,0.4287494075249588,0.180025475322688,0.4516155233317902,1.727091909652881,0.3824096925192795,0.30832319648678447,0.07149514018374839,2.4242124676579575,0.4502068890059707,0.9924735557648187,0.4016485106409443,0.39284453528896063
10000,0.2768741844018989,0.1577200583215528,0.391890857425569,1.977552599730736,0.3650607605966898,0.2993061725632908,0.088436133580024,2.5187081546921855,0.3221543355586279,1.0028565050101574,0.4013127902194995,0.34122483742765086
10000,0.18004042514599183,0.17128660866405515,0.39430359339758697,2.1893479982628232,0.3909573495878217,0.30059965697153185,0.11019722024431425,2.362498967532152,0.37714779393695563,0.9980194375303328,0.43526492934250105,0.20206301586013606
10000,0.16214200565198456,0.144561797033232,0.42419116718442657,1.7665108047077882,0.2946483292451788,0.24114904795178746,0.09233723405141442,2.4853777162489554,0.41551444559326783,1.0048905468266045,0.3391354244187862,0.1570062763643908
10000,0.4138066073342339,0.16041958712382853,0.40512135212434564,1.6229302131585537,0.30347333919892006,0.24535822143412356,0.08566279234047704,2.6690357382174543,0.42571592197913655,1.0244154942658854,0.38654149517854836,0.36418590932761574
10000,0.257628978505401,0.13786255981433876,0.3845514925841604,1.6486701927105634,0.428593916452616,0.29254355120179365,0.08156342472069283,2.474932519104922,0.5027939485346765,0.9823101679651305,0.36495825996517195,0.2070338257489006
10000,0.18471876846922453,0.18143845131893752,0.43047821040223655,2.0862803649855,0.23395630862878025,0.282839789312417,0.12347407623340069,2.441104703481929,0.4767579255964218,1.010483540919534,0.41710837760087965,0.1587181875422055
